ProbeID	Name	3-2_ham_S91_L004	3-4_ham_S92_L004	3-6_ham_S93_L004	4-2_ham_S94_L004	4-5_ham_S95_L004	4-6_ham_S96_L004	UN_CT_1_ham_S89_L004	UN_CT_3_ham_S90_L004
ENSMAUG00000017403.1	POC1A	1.961993677	1.823341762	1.832282436	1.058662839	0.933572638	0.280956314	0.077242999	0.745022149
ENSMAUG00000017404.1	CRTAP	1.520045024	1.871055075	2.061084921	1.761285273	1.331131922	1.824971465	1.410883777	1.710172748
ENSMAUG00000017405.1		3.21754094	3.341843463	2.729661526	5.981487368	4.286215817	4.565962677	4.484395963	4.850999395
ENSMAUG00000017406.1	CCNH	2.847996907	2.951028213	2.94673086	2.435361897	2.506144903	3.225429188	2.612352499	2.607862903
ENSMAUG00000017407.1	STAR	-0.858	-0.738	-0.68	-0.71	-0.689	-0.405	-0.771	-0.654
ENSMAUG00000017408.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017409.1	TBR1	-0.896	-0.895	-0.789	-0.891	-0.892	-0.865	-0.821	-0.772
ENSMAUG00000017410.1	DPEP3	-0.675	-0.406	0.270229907	-0.782	-0.623	-0.907	-0.658	-0.697
ENSMAUG00000017411.1	ACY3	0.215367972	0.010063683	0.113700499	-0.042	0.137503524	0.242450074	-0.28	-0.099
ENSMAUG00000017412.1		-0.059	0.773996325	1.745882689	2.048933645	1.924859999	1.031395196	1.091530593	0.711054322
ENSMAUG00000017413.1	RGS7BP	-0.67	-0.746	-0.629	0.066261442	-0.478	-0.321	-0.118	-0.08
ENSMAUG00000017414.1	ACACA	2.390117354	2.308593869	2.438026647	2.841369355	2.399171094	2.935836874	2.682348561	3.111699072
ENSMAUG00000017415.1		-0.108	0.489542936	-0.155	-0.398	-0.138	-0.734	-0.607	-0.193
ENSMAUG00000017416.1	DNAJC11	2.687284692	2.978012535	3.41196851	2.534310665	1.968643756	1.997834333	2.068326861	2.120683709
ENSMAUG00000017417.1	GPT2	-0.395	-0.391	0.063502942	-0.746	-0.721	-0.713	-0.73	-0.677
ENSMAUG00000017418.1		3.155911106	3.174406419	3.496334513	3.347240438	2.957728912	3.226970858	2.782827892	3.07244885
ENSMAUG00000017419.1	SIX5	-0.691	-0.562	-0.776	-0.519	-0.566	-0.564	-0.708	-0.334
ENSMAUG00000017420.1		2.621524444	2.408983529	2.95363774	2.711715149	2.814550423	2.929790998	1.961623328	1.886745225
ENSMAUG00000017421.1	SYT15	-1	-1	-1	-1	-0.982	-1	-1	-1
ENSMAUG00000017422.1	OLFR1370	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017423.1	BIVM	0.957543201	0.673556424	0.835115615	1.178236585	0.822934048	1.34596403	0.726831217	1.060739158
ENSMAUG00000017424.1		2.52431447	2.383220433	2.588804567	3.593114696	3.247623756	3.965137812	3.25761413	3.688627983
ENSMAUG00000017425.1		2.260326813	2.321639527	2.471707725	2.020057652	1.904965719	2.362890643	1.935459748	2.088141597
ENSMAUG00000017426.1	ELMOD2	1.902266569	1.877351626	1.616357697	2.539531071	2.147957881	2.52682002	2.101986173	2.296310561
ENSMAUG00000017427.1	BCAS3	1.482332021	1.380175312	1.286881148	2.493903472	1.997834333	2.693765712	1.863145543	2.168962884
ENSMAUG00000017428.1	GAL	0.042644337	0.692427198	-0.581	-0.261	-0.057	-0.08	-0.923	-0.631
ENSMAUG00000017429.1	MAB21L1	-0.845	-0.768	-0.791	-0.349	-0.622	-0.471	-0.775	-0.496
ENSMAUG00000017430.1		3.497612366	3.667438019	3.867402306	3.268434394	3.057970069	3.210388864	2.453122447	2.786805433
ENSMAUG00000017431.1	CAPN5	0.555816155	0.819668183	0.564622052	-0.007	-0.072	-0.06	-0.328	0.290424404
ENSMAUG00000017432.1	SLCO2A1	1.892585315	2.653289362	3.272620455	3.962826616	2.584722032	2.966061256	2.456806149	2.682573297
ENSMAUG00000017433.1		1.204140717	2.141759747	2.229280279	-0.065	0.426533138	-0.586	-0.739	-0.586
ENSMAUG00000017434.1	KLHL22	1.809825996	2.177279996	1.961252884	1.996388746	1.483880254	1.86710573	1.451540833	2.039840265
ENSMAUG00000017435.1	NELL1	-0.987	-0.939	-1	-0.946	-0.982	-0.947	-0.943	-0.989
ENSMAUG00000017436.1	REEP5	4.507414099	4.706917282	4.593413533	5.21672646	4.813832486	5.217657257	4.485748821	4.847796518
ENSMAUG00000017437.1		-0.8	-0.136	0.163498732	1.124328135	-0.596	0.116364757	-0.502	-0.763
ENSMAUG00000017438.1	1700066M21RIK	-0.295	-0.243	-0.23	-0.216	-0.272	-0.022	-0.01	-0.046
ENSMAUG00000017439.1	ARFGAP3	3.139469495	3.105007525	3.298365055	3.264686548	2.951401292	2.846794159	2.207892852	2.590961241
ENSMAUG00000017440.1	ZFP385B	1.490056624	1.701770822	1.691087441	2.978012535	2.393965276	3.093560176	2.753604536	3.189824559
ENSMAUG00000017441.1	FAM89A	0.210388864	0.313826296	0.317304068	-0.255	-0.065	0.133563526	-0.533	-0.043
ENSMAUG00000017442.1		5.61273583	6.09000653	5.416333089	4.587665021	5.540833227	2.695102986	3.427203878	2.898595342
ENSMAUG00000017443.1	SKIL	3.575796375	3.96208625	3.844184763	4.375247999	4.077926579	4.384878704	3.627023106	3.902845384
ENSMAUG00000017444.1	ANXA8	5.569369566	5.32962594	5.988866432	3.108022563	3.265436896	2.775682702	2.404358195	3.102154192
ENSMAUG00000017445.1	NPRL2	1.780730036	1.798672679	2.008988783	1.818850561	1.687508661	1.502839758	1.171206827	1.439357178
ENSMAUG00000017446.1	TLR9	1.132905812	1.101650076	0.818032475	1.112366523	1.048236186	0.97819563	0.496717988	1.132247798
ENSMAUG00000017447.1	GEMIN2	1.704871964	1.361768359	1.715893371	1.627139871	1.197865391	1.494159564	1.261831659	0.955312803
ENSMAUG00000017448.1	OTOF	-0.985	-0.995	-0.983	-0.953	-0.984	-0.981	-0.984	-0.981
ENSMAUG00000017449.1	AQP4	2.942608336	3.449165157	2.64869552	2.405447844	2.628773595	0.487486349	0.039840265	0.128293401
ENSMAUG00000017450.1	FN3KRP	1.745452483	1.779890039	2.004321606	2.521302056	1.935836874	2.178236585	2	2.241535142
ENSMAUG00000017451.1		-1	-0.903	-1	-0.912	-1	-1	-1	-0.929
ENSMAUG00000017452.1	DGCR6	2.331705216	2.564378169	2.319039816	2.842174318	2.334854269	2.698885209	2.382667253	2.540771246
ENSMAUG00000017453.1	SLC22A23	2.584722032	2.621993232	2.603596675	3.534808661	2.782827892	3.468843943	2.756809814	3.467409917
ENSMAUG00000017454.1	ASIC3	-0.98	-1	-0.978	-1	-0.962	-0.944	-0.952	-0.954
ENSMAUG00000017455.1	UTP23	1.891808001	2.075874867	2.321062218	2.117362586	1.402176425	1.395611249	0.698663	1.136191386
ENSMAUG00000017456.1	DPH7	0.445726703	-0.025	0.411426246	0.620117165	-0.099	0.390667686	0.316145742	0.280956314
ENSMAUG00000017457.1	DGKH	1.742006211	1.721153887	2.110697317	2.194087052	1.674460652	1.724650272	1.171206827	1.649845352
ENSMAUG00000017458.1	ACTN3	-0.828	-0.951	-0.884	-0.902	-0.913	-0.946	-0.825	-0.867
ENSMAUG00000017459.1		-1	-1	-1	-1	-0.903	-1	-1	-1
ENSMAUG00000017460.1		0.318461465	1.407080775	1.55924706	0.388465097	0.793271654	1.932439187	2.80240004	-0.005
ENSMAUG00000017461.1	IL34	-0.647	-0.411	-0.372	1.771885579	1.12631213	1.117030053	1.351628329	1.760859637
ENSMAUG00000017462.1		4.515636768	4.54726473	4.898788797	3.675928814	2.115699153	2.439357178	0.929790998	1.808179084
ENSMAUG00000017463.1	UTP25	0.581110175	0.839153387	1.112366523	0.779890039	0.105678078	0.166072676	-0.275	0.381837084
ENSMAUG00000017464.1	PARG	2.159306255	2.166394096	2.277984747	2.491083454	2.120683709	2.476381688	1.845991771	2.219091058
ENSMAUG00000017465.1		2.029276182	1.694657366	1.986592967	2.088141597	2.436694888	2.404085654	1.653977179	2.352193538
ENSMAUG00000017466.1	NCOA2	2.204453768	2.281253134	2.326824938	2.966984108	2.436428388	2.768501947	2.042644337	2.627373373
ENSMAUG00000017467.1	TMEM215	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017468.1	LRRIQ4	-0.826	-0.646	-0.673	-0.926	-0.815	-0.982	-0.953	-0.985
ENSMAUG00000017469.1	HCN3	-0.984	-0.983	-0.945	-1	-0.995	-0.985	-1	-0.987
ENSMAUG00000017470.1	SNAP29	4.326249701	4.094658343	4.853396894	3.75947545	3.550777563	3.237410753	2.761923493	3.146003451
ENSMAUG00000017471.1	ZFP473	-0.598	-0.716	-0.585	-0.324	-0.715	-0.341	-0.465	-0.529
ENSMAUG00000017472.1	GPR171	2.569491092	2.377123749	2.658554261	0.769771739	1.588324868	0.24610401	-0.712	-0.502
ENSMAUG00000017473.1	SLC2A9	1.017921908	1.136191386	1.731183242	0.679874148	0.454175893	0.088141597	-0.248	0.390667686
ENSMAUG00000017474.1	RIPPLY3	0.878136767	1.993493221	1.528571319	2.645701659	2.251567621	2.049282249	1.999639281	2.132247798
ENSMAUG00000017475.1	KAZALD1	-0.953	-0.899	-0.92	-0.887	-0.955	-0.709	-0.924	-0.78
ENSMAUG00000017476.1	HNRNPM	4.860118579	4.958471516	5.227933566	4.582013987	3.913128768	4.195032565	3.73530554	4.070389328
ENSMAUG00000017477.1	IL1B	5.103539602	5.240810409	5.33034327	4.431355522	4.949581621	4.342910255	2.794311885	3.390392546
ENSMAUG00000017478.1	TMEM106C	1.407624676	1.579180148	1.295135249	1.462052319	1.058662839	1.439889048	1.511468039	1.481815574
ENSMAUG00000017479.1	HEXDC	1.462575888	1.227741076	1.987320866	1.732052073	1.408711861	1.686164326	1.534559685	2.037382222
ENSMAUG00000017480.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017481.1	ADPGK	2.582796834	2.675364313	2.636218579	2.608572716	2.475344337	2.428142391	1.875386905	2.281549893
ENSMAUG00000017482.1	RAB4B	2.641777212	2.984953851	3.228049048	2.83491343	2.88381629	2.950655038	2.562425612	2.806530289
ENSMAUG00000017483.1	CCL22	-0.455	-0.404	-0.795	-0.629	-0.368	-1	-1	-0.56
ENSMAUG00000017484.1	DCX	-0.839	-0.746	-0.664	-0.564	-0.834	-0.628	-0.73	-0.597
ENSMAUG00000017485.1	WDR35	1.267236142	1.656267535	1.521553331	1.244278199	0.855989697	0.448900951	0.263034406	0.542010356
ENSMAUG00000017486.1	PNCK	-0.963	-1	-0.979	-0.982	-0.988	-1	-0.985	-0.986
ENSMAUG00000017487.1	UTP14A	2.595264942	2.462837601	3.027684877	1.624802765	1.411426246	1.750177706	0.965691949	1.302757716
ENSMAUG00000017488.1	MAGED2	2.425459305	2.626439137	2.44652092	3.006477564	2.731617723	3.023964991	2.588084959	2.92808602
ENSMAUG00000017489.1	RPP14	2.878529177	2.738119289	2.869279207	2.490826815	2.30626224	2.35952117	2.200692666	2.339422474
ENSMAUG00000017490.1	PIH1D1	2.947105052	3.312519967	3.141596278	2.722028778	2.332851122	2.017921908	1.76213617	2.225583429
ENSMAUG00000017491.1	ZDBF2	-0.817	-0.803	-0.87	-0.492	-0.685	-0.525	-0.648	-0.562
ENSMAUG00000017492.1	TMEM170B	2.189666447	2.458382004	2.599079706	1.861161366	1.926758532	2.151858817	1.577247536	2.206330648
ENSMAUG00000017493.1		-0.931	-0.94	-0.984	-1	-0.974	-0.974	-0.989	-0.957
ENSMAUG00000017494.1		3.525317212	3.644202395	3.846794159	3.512479747	3.079804755	3.291898196	2.71501475	3.105845667
ENSMAUG00000017495.1		1.977463111	2.388189537	2.204766751	3.311793718	2.018634174	3.122838346	2.814140217	2.962363932
ENSMAUG00000017496.1		-0.09	0.004321606	0.854394678	1.370722275	0.676267408	0.458382004	0.983312871	1.373509016
ENSMAUG00000017497.1	FBF1	1.982947955	2.006477564	2.413052429	1.670840336	1.416299305	1.544979883	2.005040617	2.066261442
ENSMAUG00000017498.1	MAP1LC3B	4.124576284	4.154048466	4.140778656	4.886355044	4.460021691	4.893750502	4.309248961	4.640505249
ENSMAUG00000017499.1		2.199436784	2.198808432	2.208829363	1.243059706	1.389566812	1.39176772	0.751892138	1.360083296
ENSMAUG00000017500.1	CCN3	-0.768	-0.209	-0.913	-0.293	-0.524	-0.297	-0.404	0.7031007
ENSMAUG00000017501.1	CMPK2	3.261681245	3.530944687	3.058316496	2.176003557	3.050849922	0.617298483	0.512985335	0.699551633
ENSMAUG00000017502.1	PPCDC	0.804879608	0.613531653	1.067638717	0.102993993	-0.044	-0.043	0.290424404	0.048236186
ENSMAUG00000017503.1	TDRD7	3.489542936	3.468061924	3.690081806	3.615416297	3.472357793	3.371280054	2.663800016	2.894332742
ENSMAUG00000017504.1	KRT72	-0.977	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017505.1	SYDE2	-0.436	-0.292	-0.327	0.40599236	0.10701825	0.816394909	0.199122642	0.778208576
ENSMAUG00000017506.1	ADAMTS17	-0.702	-0.577	-0.661	1.389566812	0.544979883	1.240008965	0.303342394	0.513995979
ENSMAUG00000017507.1	TBX21	-0.305	0.227741076	-0.569	-0.404	-0.081	-0.23	-0.605	-0.536
ENSMAUG00000017508.1	TBC1D13	2.850399397	2.795974694	3.240008965	2.676493094	2.245191393	2.149909668	2.035975744	2.501056924
ENSMAUG00000017509.1	RBM14	3.762986565	3.828733119	4.038962873	4.140942217	3.965691949	4.013730228	3.582676423	3.894914748
ENSMAUG00000017510.1		7.367117663	7.478801971	7.347807368	5.881175155	6.145167939	5.549299517	4.567423758	4.721700756
ENSMAUG00000017511.1	FBXO28	2.12201002	2.181102551	2.169283661	2.629006833	2.281253134	2.755528558	2.296016823	2.616357697
ENSMAUG00000017512.1	LPL	3.542877099	3.704540018	3.79316759	4.589523817	3.718416428	4.557042415	5.149096744	4.756276096
ENSMAUG00000017513.1	SYT6	-0.959	-1	-1	-1	-1	-0.882	-1	-1
ENSMAUG00000017514.1	TRMT9B	-0.884	-0.694	-0.881	-0.64	-0.739	-0.802	-0.864	-0.812
ENSMAUG00000017515.1		7.305131501	7.347568221	7.799119694	4.423847055	4.400742843	4.50779464	3.414000189	3.805189255
ENSMAUG00000017516.1	CCDC59	2.007195501	1.557777671	2.390117354	2.350780101	1.873813198	2.183962835	1.501311749	1.874993639
ENSMAUG00000017517.1	TRIM28	4.006657082	4.265586919	4.406468643	3.652601218	3.17216745	3.34098946	2.868686765	3.291014101
ENSMAUG00000017518.1	OPTN	2.584722032	2.826395948	2.93696766	3.311212455	3.028745942	3.146492307	2.522055749	2.929033479
ENSMAUG00000017519.1	TAMM41	2.293958979	2.276198865	3.023432795	2.115366237	1.678522677	1.765110362	1.791605725	1.607862903
ENSMAUG00000017520.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017521.1	MTMR11	-0.568	-0.5	-0.612	-0.317	-0.311	-0.145	-0.564	0.01720929
ENSMAUG00000017522.1	TAAR2	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017523.1	FLCN	2.512985335	2.700439718	2.889473543	3.128623348	2.633896146	2.813729894	2.149584553	2.583278374
ENSMAUG00000017524.1	CENPF	1.922578457	1.841168044	2.346531462	-0.389	-0.221	-0.728	-0.704	-0.694
ENSMAUG00000017525.1	UBA3	3.8667102	3.773046871	4.02103548	4.036503334	3.684482144	3.841268703	3.195505089	3.341843463
ENSMAUG00000017526.1	SRMS	-0.909	-1	-0.959	-0.931	-0.896	-0.727	-0.796	-0.762
ENSMAUG00000017527.1	C1QL4	-0.846	-0.787	-0.975	-0.306	-0.69	0.224040274	-0.609	-0.333
ENSMAUG00000017528.1	LRFN3	-0.536	-0.481	-0.443	-0.532	-0.668	-0.453	-0.596	-0.511
ENSMAUG00000017529.1	ATP1B1	4.010421805	3.983860072	4.153481099	2.747172537	2.411426246	2.383220433	2.187134291	2.466496613
ENSMAUG00000017530.1		7.064290084	7.068939464	7.062618244	6.130827934	6.066239912	5.925382345	5.520956481	5.800563447
ENSMAUG00000017531.1	IL6	1.301002256	2.576763978	3.168000125	-0.61	0.659924558	-0.216	-0.946	-0.909
ENSMAUG00000017532.1	ATCAY	-0.712	-0.713	-0.524	-0.571	-0.726	-0.729	-0.513	-0.308
ENSMAUG00000017533.1	ISOC1	1.380729449	1.642470537	1.562669826	1.402176425	1.375734539	1.889862881	1.695993813	1.921055421
ENSMAUG00000017534.1	EOGT	1.384602458	1.600745498	2.114033801	2.212258044	1.397255346	1.869476634	1.598841578	1.726395292
ENSMAUG00000017535.1	NUAK2	1.776525151	2.203827598	2.108691716	1.243059706	1.057276965	1.056583528	0.507921465	0.854394678
ENSMAUG00000017536.1		5.799605422	5.719867928	5.472162804	3.913511776	4.51424853	3.120186028	2.729879012	2.881077243
ENSMAUG00000017537.1	POP1	0.175045486	0.337996464	0.809002775	-0.36	-0.497	-0.429	-0.541	-0.47
ENSMAUG00000017538.1	CRB2	-0.913	-0.794	-0.772	-0.792	-0.706	-0.259	-0.693	-0.078
ENSMAUG00000017539.1	PIGQ	2.499527024	2.713695815	2.786387261	2.540523296	2.244887059	2.358114898	2.13060145	2.485426827
ENSMAUG00000017540.1	LSR	2.59645814	2.849999259	2.854594152	2.871252259	2.41196851	2.889084099	2.544238074	3.183962835
ENSMAUG00000017541.1	DTX3L	4.488964817	4.341630009	4.627256627	2.791605725	3.470797138	1.417379976	1.237563718	1.537047519
ENSMAUG00000017542.1	ARF4	4.878185824	4.890689878	5.180108069	4.628307006	4.124328135	4.6794801	4.149096744	4.475149751
ENSMAUG00000017543.1	SIL1	2.175045486	1.916858765	2.295135249	2.334282225	1.763411574	2.168000125	1.364572432	1.894138688
ENSMAUG00000017544.1	ABCC2	-0.878	-0.807	-0.873	-0.906	-0.897	-0.92	-0.884	-0.882
ENSMAUG00000017545.1	ALDH3B2	-1	-0.976	-0.975	-1	-0.986	-1	-0.964	-1
ENSMAUG00000017546.1	TEAD2	2.029276182	2.012568674	2.294547234	1.408168371	0.725959235	0.509949146	0.348232419	0.581110175
ENSMAUG00000017547.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017548.1	ATG4C	1.56315813	1.513490746	1.436161839	2.088820033	1.805705185	2.469885976	1.746742716	1.978561749
ENSMAUG00000017549.1	OPN1MW	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017550.1	RNF165	-1	-1	-1	-0.953	-0.953	-0.907	-0.98	-0.943
ENSMAUG00000017551.1		0.260627908	0.141432791	0.602171791	0.266636643	0.347098671	-0.777	-0.655	-0.652
ENSMAUG00000017552.1	SRP9	3.709290636	3.816087659	3.844184763	4.359169731	3.800330473	4.253838032	3.831066511	3.878529177
ENSMAUG00000017553.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017554.1		7.447083226	7.592000984	7.40829577	5.368174669	6.170806379	4.752855612	4.230433605	4.474955138
ENSMAUG00000017555.1		2.940918448	3.228510883	3.332421514	3.49646235	3.256557819	3.194087052	3.417920008	3.181579659
ENSMAUG00000017556.1	GLRB	-0.99	-0.974	-0.989	-0.943	-0.975	-0.962	-0.883	-0.93
ENSMAUG00000017557.1	RAC1	5.586884813	5.746742716	6.006836577	5.677028956	5.29935457	5.515163655	5.03205675	5.399547103
ENSMAUG00000017558.1	RXFP2	-1	-0.833	-0.968	-0.973	-0.991	-1	-1	-1
ENSMAUG00000017559.1	NDUFB3	4.540771246	4.428209404	4.417920008	4.45621476	4.425392164	4.686668598	4.198494154	4.196685723
ENSMAUG00000017560.1	SLC26A8	-0.923	-0.936	-0.923	-0.903	-0.898	-0.928	-0.98	-0.961
ENSMAUG00000017561.1	CDR2L	-0.199	0.326537348	0.328836464	-0.239	-0.283	-0.501	-0.105	-0.243
ENSMAUG00000017562.1	C1S	4.344047299	4.753016129	4.878431084	4.224966365	4.468648478	4.478648295	3.471317544	4.320556883
ENSMAUG00000017563.1		-1	-1	-0.748	-0.552	-0.848	-0.777	-0.907	-0.822
ENSMAUG00000017564.1	SULT1D1	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017565.1	IPO4	2.796805381	3.209765266	3.371698247	3.585803827	2.90477309	3.14974712	2.27351589	3.268434394
ENSMAUG00000017566.1	RBM26	2.680999407	2.312955542	3.10534284	3.019346089	2.192509819	3.040892431	1.776525151	2.487743583
ENSMAUG00000017567.1	ENPP5	1.455754622	1.577247536	1.285106251	2.892973815	2.392317423	3.113700499	2.356425559	2.731183242
ENSMAUG00000017568.1	SEC14L2	1.182056609	1.302757716	0.877351626	2.696216434	2.288949105	1.996750279	1.470406711	2.740279983
ENSMAUG00000017569.1		-1	-1	-1	-0.646	-0.76	-0.318	-1	-1
ENSMAUG00000017570.1	PDIK1L	0.263034406	0.386259141	0.444667067	0.627606838	-0.05	0.291603558	0.002882509	0.191562651
ENSMAUG00000017571.1	TMED10	5.958123468	6.209472861	6.471447616	6.130148374	5.586764743	5.643394453	4.900625333	5.455688876
ENSMAUG00000017572.1	GYS2	-0.744	-0.583	-0.524	-0.46	-0.686	-0.581	-0.37	-0.31
ENSMAUG00000017573.1	ARHGAP12	2.13553487	1.903423966	2.242145161	2.769348599	2.159629186	2.525066592	2.075874867	2.262733813
ENSMAUG00000017574.1	PCIF1	1.480782124	1.754887502	1.99385548	1.9800253	1.86155842	2.052763657	1.612588407	2.052415894
ENSMAUG00000017575.1	PITPNB	3.876958896	3.838548442	4.162048868	4.183327706	3.490441771	4.043081982	3.509695842	3.857781989
ENSMAUG00000017576.1	OLFR1361	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017577.1	TRAF3IP1	1.044743821	1.687508661	1.788268083	1.266636643	0.676267408	0.200378798	-0.122	0.201633861
ENSMAUG00000017578.1	CAP2	-0.932	-0.951	-0.925	-0.827	-0.593	-0.893	0.366252264	-0.432
ENSMAUG00000017579.1	CCDC84	0.605020153	0.653518671	1.314406508	0.719840555	0.762986565	0.952333566	0.613531653	0.489542936
ENSMAUG00000017580.1	DCAF13	3.194875023	3.508682179	3.835519901	2.992587176	2.651912745	2.986410935	1.835924074	2.503348735
ENSMAUG00000017581.1	ADGRB1	-0.987	-0.957	-0.992	-0.994	-0.987	-0.969	-0.957	-0.938
ENSMAUG00000017582.1	THAP3	0.978927776	1.192825404	0.890641244	1.526068812	1.345396375	1.741143355	1.224657734	1.260627908
ENSMAUG00000017583.1	PRSS58	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017584.1	SEC24B	2.310921735	2.408711861	2.738551687	2.228049048	1.797428082	2.040892431	1.424922088	1.98112199
ENSMAUG00000017585.1	CCT8	5.192233626	5.169403934	5.595294784	4.497484631	4.143393419	4.343052435	3.690752307	3.898788797
ENSMAUG00000017586.1	RFTN1	2.581351247	2.941669754	3.447446954	2.142740172	2.161242758	1.801572569	1.503348735	1.827819025
ENSMAUG00000017587.1		7.821818617	7.929648993	7.548452038	5.385776138	6.670967767	4.876811595	4.12201002	4.3370688
ENSMAUG00000017588.1	SLC7A4	-0.075	0.381837084	0.088141597	0.883620816	0.056583528	0.3021728	-0.101	0.526068812
ENSMAUG00000017589.1		-0.765	-0.643	-0.586	-0.729	-0.775	-0.834	-0.844	-0.752
ENSMAUG00000017590.1		2.052763657	2.379898164	2.37490037	-0.053	-0.152	-0.099	-0.323	0.105678078
ENSMAUG00000017591.1		5.167759334	5.13692961	5.225930411	5.122672719	4.910732662	4.982217846	4.575251814	4.694100147
ENSMAUG00000017592.1		5.746447139	5.82659933	5.968413363	3.466105019	4.792178605	2.579180148	2.194087052	2.238175419
ENSMAUG00000017593.1	SNPH	-0.96	-0.967	-0.941	-0.828	-0.897	-0.867	-0.806	-0.837
ENSMAUG00000017594.1	RECQL5	0.965691949	1.373509016	1.420617139	1.134878054	0.974529312	1.018634174	0.839959587	0.989865623
ENSMAUG00000017595.1	PYGB	2.513490746	2.579421543	2.622930351	2.288653864	2.041593449	2.212569339	1.538041453	1.943358763
ENSMAUG00000017596.1	FBP2	-0.936	-0.948	-0.964	-0.969	-0.939	-0.864	-0.935	-0.913
ENSMAUG00000017597.1	NDUFAF5	1.319617934	1.09423607	1.247319935	1.088141597	0.670840336	0.46571332	0.526068812	1.055889758
ENSMAUG00000017598.1	PCDHGA3	-0.878	-0.895	-0.918	-0.746	-0.884	-0.84	-0.687	-0.679
ENSMAUG00000017599.1	CDK15	-0.847	-0.891	-0.771	-0.879	-0.918	-0.735	-0.918	-0.842
ENSMAUG00000017600.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017601.1	SLC25A3	6.203338214	6.383151297	6.389704467	6.089921812	5.981624361	6.099779108	5.860813854	6.053719574
ENSMAUG00000017602.1	MMRN2	0.445726703	1.110363243	1.292192774	2.631104282	1.996388746	1.757450016	1.238175419	1.35614381
ENSMAUG00000017603.1	ZFP661	-0.345	-0.567	-0.603	-0.207	-0.403	0.254594043	-0.309	-0.043
ENSMAUG00000017604.1	SBK2	-0.188	-0.238	-0.467	1.587845009	1.070389328	1.824564212	1.080657663	1.63505783
ENSMAUG00000017605.1	CLCNKA	-1	-1	-1	-1	-0.99	-1	-1	-0.986
ENSMAUG00000017606.1	ATG12	2.096599207	2.260326813	2.206018004	2.517023672	2.288358562	2.618238656	2.196607044	2.419269204
ENSMAUG00000017607.1	VSTM4	0.308011315	0.355016264	0.744161096	1.929412288	1.211635253	1.478195258	1.453649266	1.611644543
ENSMAUG00000017608.1	SLC17A5	1.205392513	1.344260395	1.503348735	1.566571641	1.048236186	1.508428653	1.49057013	1.765534746
ENSMAUG00000017609.1	P2RY1	2.35473424	2.354452161	2.621758857	1.570462931	1.658554261	1.149909668	0.987684678	1.474565835
ENSMAUG00000017610.1	IQSEC2	0.081339627	0.377401431	0.628540319	0.889084099	0.374065718	0.478195258	0.160920188	0.619178216
ENSMAUG00000017611.1	GNE	2.804466643	2.773363425	2.728355919	2.594787387	2.102993993	2.375456536	1.813524689	2.269631651
ENSMAUG00000017612.1	TMEM134	2.701549057	2.946356572	2.758729568	2.566571641	2.615416297	2.290719283	2.294841271	2.396159489
ENSMAUG00000017613.1	SRRM3	-0.983	-0.928	-0.981	-0.921	-0.968	-0.945	-0.913	-0.935
ENSMAUG00000017614.1	VANGL2	-0.27	-0.133	-0.439	0.410341105	-0.055	-0.45	-0.346	-0.312
ENSMAUG00000017615.1	DRP2	-0.739	-0.824	-0.638	-0.486	-0.755	-0.743	-0.713	-0.609
ENSMAUG00000017616.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017617.1		2.408440141	2.669026766	2.831066511	2.567788797	2.345680231	2.448372395	1.906890596	2.300416628
ENSMAUG00000017618.1		-0.183	0.027154052	0.055195654	-0.028	0.057970069	-0.215	-0.314	-0.214
ENSMAUG00000017619.1	LPIN1	0.024319679	0.03562391	-0.016	1.194717463	0.576280258	1.220949004	1.217851097	1.468322644
ENSMAUG00000017620.1	SLF2	2.028569152	1.851599143	2.166394096	2.155425432	1.804879608	2.039840265	1.566084491	1.885964757
ENSMAUG00000017621.1	RNF139	2.716112942	3.044219237	2.874206786	2.918004519	2.742653014	3.041242982	2.139469495	2.560470409
ENSMAUG00000017622.1	FGF3	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000017623.1		6.806156472	7.022745084	6.80016219	4.387845013	4.983677695	3.563768278	3.581471768	3.866116702
ENSMAUG00000017624.1	NDUFAF4	0.96051171	1.186500558	1.134878054	1.169925001	0.760433875	1.518031493	0.973060173	0.974529312
ENSMAUG00000017625.1		1.912649865	1.502330602	1.126972856	1.149259365	0.42867841	0.159629186	-0.342	0.562669826
